L = 0.03
8.2704 0.0109 0.0000
8.2818 0.0185 0.0000
8.2958 0.0014 0.0000
8.3233 0.0095 0.0000
8.3271 0.0137 0.0000
8.3446 0.0089 0.0000
8.3713 0.0036 0.0000
8.3812 0.0069 0.0000
8.3879 0.0157 0.0000
8.4259 0.0078 0.0000
8.4429 0.0148 0.0000
8.4717 0.0093 0.0000
8.5184 0.0036 0.0000
8.5313 0.0141 0.0000
8.5451 0.0126 0.0000
8.5648 0.0204 0.0000
8.5651 0.0035 0.0000
8.5873 0.0057 0.0000
8.6559 0.0105 0.0000
8.6748 0.0082 0.0000
8.6814 0.0051 0.0000
8.6879 0.0095 0.0000
8.6913 0.0026 0.0000
8.7406 0.0058 0.0000
8.7865 0.0031 0.0000
8.7999 0.0083 0.0000
8.8206 0.0110 0.0000
8.8509 0.0085 0.0000
8.8939 0.0069 0.0000
8.9010 0.0110 0.0000
8.9137 0.0071 0.0000
8.9371 0.0053 0.0000
9.0483 0.0062 0.0000
9.0865 0.0049 0.0000
9.0932 0.0076 0.0000
9.1366 0.0090 0.0000
9.1401 0.0076 0.0000
9.1527 0.0032 0.0000
9.2457 0.0077 0.0000
9.3302 0.0059 0.0000
9.3311 0.0116 0.0000
9.3981 0.0087 0.0000
9.4366 0.0066 0.0000
9.4659 0.0068 0.0000
9.4677 0.0051 0.0000
9.4815 0.0065 0.0000
9.5035 0.0072 0.0000
9.5134 0.0175 0.0000
9.5561 0.0114 0.0000
9.5972 0.0118 0.0000
9.6121 0.0096 0.0000
9.6360 0.0077 0.0000
9.6633 0.0199 0.0000
9.6993 0.0099 0.0000
9.7229 0.0200 0.0000
9.7259 0.0077 0.0000
9.7705 0.0041 0.0000
9.8166 0.0143 0.0000
9.8198 0.0078 0.0000
9.8370 0.0064 0.0000
9.8499 0.0107 0.0000
9.8538 0.0126 0.0242
9.8605 0.0031 0.0000
9.8629 0.0110 0.0000
9.8805 0.0102 0.0000
9.9094 0.0008 0.0028
10.0262 0.0056 0.0000
10.0271 0.0095 0.0000
10.0565 0.0049 0.0000
10.0807 0.0045 0.0000
10.1470 0.0051 0.0000
10.2321 0.0129 0.0000
10.2518 0.0028 0.0000
10.2518 0.0120 0.0000
10.3315 0.0100 0.0000
10.3342 0.0107 0.0000
10.3429 0.0100 0.0000
10.3510 0.0129 0.0000
10.3929 0.0086 0.0000
10.4058 0.0100 0.0000
10.4135 0.0129 0.0000
10.4317 0.0062 0.0000
10.4426 0.0096 0.0000
10.4660 0.0059 0.0000
10.5470 0.0059 0.0000
10.5721 0.0106 0.0000
10.6104 0.0099 0.0000
10.6740 0.0157 0.0000
10.6873 0.0110 0.0000
10.7496 0.0136 0.0000
10.7902 0.0126 0.0000
10.8067 0.0115 0.0000
10.8921 0.0099 0.0000
10.9251 0.0073 0.0000
11.0495 0.0056 0.0000
11.0536 0.0079 0.0000
11.0636 0.0053 0.0000
11.1320 0.0059 0.0000
11.1327 0.0054 0.0000
11.1762 0.0146 0.0000
11.2253 0.0103 0.0000
11.2493 0.0038 0.0000
11.2985 0.0068 0.0000
11.2994 0.0039 0.0000
11.3127 0.0033 0.0000
11.3658 0.0106 0.0000
11.3800 0.0068 0.0000
11.3876 0.0018 0.0000
11.4094 0.0062 0.0000
11.4098 0.0019 0.0000
11.4146 0.0032 0.0000
11.4189 0.0076 0.0000
11.4559 0.0049 0.0000
11.4630 0.0182 0.0000
11.4653 0.0108 0.0000
11.5078 0.0109 0.0000
11.5135 0.0099 0.0000
11.5149 0.0143 0.0000
11.6338 0.0083 0.0000
11.6598 0.0145 0.0000
11.6663 0.0071 0.0000
11.7305 0.0092 0.0000
11.8016 0.0084 0.0000
11.8316 0.0095 0.0000
11.8373 0.0062 0.0000
11.8455 0.0039 0.0000
11.8619 0.0160 0.0000
11.8656 0.0046 0.0000
11.8662 0.0051 0.0000
11.8737 0.0146 0.0000
11.8874 0.0055 0.0000
11.8948 0.0089 0.0000
11.9446 0.0070 0.0000
11.9627 0.0111 0.0000
11.9694 0.0087 0.0000
11.9850 0.0189 0.0000
11.9887 0.0044 0.0000
12.0423 0.0040 0.0000
12.1604 0.0039 0.0000
12.1637 0.0162 0.0000
12.1873 0.0011 0.0000
12.2003 0.0044 0.0000
12.2126 0.0109 0.0000
12.2175 0.0139 0.0000
12.2179 0.0162 0.0000
12.2883 0.0081 0.0000
12.3382 0.0063 0.0000
12.3452 0.0235 0.0000
12.3527 0.0023 0.0000
12.3606 0.0041 0.0000
12.3662 0.0121 0.0000
12.3863 0.0157 0.0000
12.4816 0.0100 0.0000
12.5273 0.0138 0.0000
12.6948 0.0151 0.0000
12.7494 0.0111 0.0000
12.7685 0.0134 0.0000
12.8264 0.0078 0.0000
12.9762 0.0098 0.0000
13.0522 0.0019 0.0000
13.0915 0.0040 0.0000
13.0964 0.0017 0.0000
13.1043 0.0100 0.0000
13.1055 0.0037 0.0000
13.1176 0.0047 0.0000
13.1379 0.0063 0.0000
13.1676 0.0120 0.0000
13.1699 0.0074 0.0000
13.2014 0.0059 0.0000
13.2047 0.0080 0.0000
13.2546 0.0103 0.0000
13.2587 0.0132 0.0000
13.2607 0.0067 0.0000
13.2639 0.0058 0.0000
13.2649 0.0081 0.0000
13.2662 0.0110 0.0000
13.2735 0.0080 0.0000
13.2873 0.0111 0.0000
13.3257 0.0101 0.0000
13.3390 0.0025 0.0000
13.3835 0.0039 0.0000
13.3876 0.0044 0.0000
13.4206 0.0059 0.0000
13.4437 0.0095 0.0000
13.4863 0.0107 0.0000
13.4914 0.0111 0.0000
13.5063 0.0040 0.0000
13.5215 0.0099 0.0000
13.5862 0.0079 0.0000
13.5952 0.0081 0.0000
13.6116 0.0023 0.0000
13.6249 0.0042 0.0000
13.6263 0.0014 0.0000
13.6800 0.0169 0.0000
13.6886 0.0184 0.0000
13.7016 0.0017 0.0000
13.7168 0.0055 0.0000
13.7678 0.0206 0.0000
13.7810 0.0129 0.0000
13.8128 0.0072 0.0000
13.8847 0.0027 0.0000
13.8946 0.0059 0.0000
13.9054 0.0132 0.0000
13.9063 0.0075 0.0000
13.9091 0.0025 0.0000
13.9142 0.0071 0.0000
13.9237 0.0123 0.0000
13.9515 0.0147 0.0000
13.9875 0.0097 0.0000
14.0467 0.0062 0.0000
14.0775 0.0002 0.0194
14.1029 0.0073 0.0000
14.1177 0.0121 0.0000
14.2322 0.0086 0.0000
14.2618 0.0043 0.0000
14.2676 0.0085 0.0000
14.2877 0.0065 0.0000
14.3111 0.0052 0.0000
14.3537 0.0072 0.0000
14.3749 0.0086 0.0000
14.3970 0.0184 0.0000
14.4338 0.0116 0.0000
14.4401 0.0005 0.0000
14.4867 0.0041 0.0000
14.4926 0.0018 0.0000
14.5181 0.0066 0.0000
14.5268 0.0029 0.0000
14.5345 0.0045 0.0000
14.5434 0.0164 0.0000
14.6989 0.0030 0.0000
14.7109 0.0100 0.0000
14.7240 0.0126 0.0000
14.8094 0.0199 0.0000
14.8347 0.0091 0.0000
14.8465 0.0130 0.0000
14.8608 0.0098 0.0000
14.8671 0.0064 0.0000
14.9097 0.0107 0.0000
14.9610 0.0105 0.0000
14.9665 0.0029 0.0000
14.9931 0.0072 0.0000
15.0014 0.0141 0.0000
15.0135 0.0099 0.0000
15.0274 0.0115 0.0000
15.0440 0.0106 0.0000
15.0587 0.0176 0.0000
15.0760 0.0143 0.0000
15.0816 0.0092 0.0000
15.1084 0.0099 0.0000
15.1106 0.0078 0.0000
15.1218 0.0081 0.0000
15.1226 0.0138 0.0000
15.1359 0.0108 0.0000
15.1566 0.0038 0.0000
15.2079 0.0110 0.0000
15.2688 0.0120 0.0000
15.3098 0.0074 0.0000
15.3157 0.0065 0.0000
15.3163 0.0076 0.0000
15.3236 0.0079 0.0000
15.3383 0.0060 0.0000
15.3440 0.0047 0.0000
15.3800 0.0076 0.0000
15.4048 0.0147 0.0000
15.4111 0.0068 0.0000
15.4464 0.0083 0.0000
15.4639 0.0068 0.0000
15.4858 0.0118 0.0000
15.4980 0.0177 -0.0094
15.5148 0.0055 0.0000
15.5234 0.0069 0.0000
15.5465 0.0052 0.0000
15.5527 0.0042 0.0000
15.5831 0.0050 0.0000
15.5980 0.0153 0.0000
15.6181 0.0153 0.0000
15.6374 0.0006 0.0000
15.6403 0.0113 0.0000
15.6739 0.0033 0.0000
15.7391 0.0154 0.0000
15.7748 0.0180 0.0000
15.7997 0.0031 0.0000
15.8252 0.0068 0.0000
15.8625 0.0052 0.0000
15.8896 0.0170 0.0000
15.8939 0.0026 0.0000
15.8947 0.0024 0.0000
15.8995 0.0068 0.0000
15.9047 0.0152 0.0000
15.9390 0.0038 0.0000
16.0215 0.0091 0.0000
16.0447 0.0072 0.0000
16.0837 0.0013 0.0000
16.0892 0.0074 0.0000
16.2619 0.0105 0.0000
16.2744 0.0113 0.0000
16.2764 0.0189 0.0000
16.3041 0.0043 0.0000
16.4101 0.0126 0.0000
16.4191 0.0064 0.0000
16.4362 0.0036 0.0000
16.4368 0.0170 0.0000
16.4782 0.0114 0.0000
16.5312 0.0082 0.0000
16.5559 0.0092 0.0000
16.6098 0.0193 0.0000
16.6602 0.0043 0.0000
16.6680 0.0099 0.0000
16.6837 0.0093 0.0000
16.7689 0.0138 0.0000
16.8096 0.0118 0.0000
16.8515 0.0075 0.0000
16.8548 0.0109 0.0000
16.8889 0.0149 0.0000
16.9014 0.0101 0.0000
16.9575 0.0157 0.0000
16.9851 0.0081 0.0000
16.9902 0.0097 0.0000
16.9957 0.0030 0.0000
17.0294 0.0086 0.0000
17.0687 0.0072 0.0000
17.1535 0.0009 0.0000
17.1898 0.0101 0.0000
17.3085 0.0036 0.0000
17.3330 0.0163 0.0000
17.3532 0.0050 0.0000
17.3734 0.0090 0.0000
17.3990 0.0076 0.0000
17.4047 0.0021 0.0000
17.4192 0.0016 0.0000
17.4626 0.0073 0.0000
17.4640 0.0045 0.0000
17.5041 0.0021 0.0000
17.5371 0.0147 0.0000
17.5523 0.0088 0.0000
17.5600 0.0117 0.0000
17.5815 0.0139 0.0000
17.5889 0.0168 0.0000
17.5920 0.0126 0.0000
17.5923 0.0113 0.0000
17.6671 0.0057 0.0000
17.7459 0.0073 0.0000
17.7643 0.0037 0.0000
17.7826 0.0079 0.0000
17.7994 0.0028 0.0000
17.8457 0.0048 0.0000
17.9494 0.0089 0.0000
17.9783 0.0086 0.0000
18.0041 0.0111 0.0000
18.0065 0.0059 0.0000
18.0082 0.0134 0.0000
18.0391 0.0058 0.0079
18.0475 0.0120 0.0160
18.0488 0.0033 0.0000
18.0710 0.0045 0.0000
18.0917 0.0095 0.0000
18.1150 0.0046 0.0000
18.1379 0.0060 0.0000
18.1519 0.0087 0.0000
18.1815 0.0152 0.0000
18.2048 0.0101 0.0000
18.2433 0.0166 0.0000
18.2467 0.0036 0.0000
18.2540 0.0125 0.0000
18.2705 0.0032 0.0000
18.2778 0.0120 0.0000
18.2877 0.0100 0.0000
18.3076 0.0069 0.0000
18.3426 0.0102 0.0000
18.3836 0.0041 0.0000
18.4364 0.0090 0.0000
18.4970 0.0125 0.0000
18.5213 0.0109 0.0000
18.5537 0.0116 0.0000
18.5537 0.0116 0.0000
18.5629 0.0050 0.0000
18.5681 0.0046 0.0000
18.6241 0.0128 0.0000
18.6502 0.0078 0.0000
18.6558 0.0076 0.0000
18.6638 0.0084 0.0000
18.7219 0.0058 0.0000
18.7329 0.0098 0.0000
18.7435 0.0086 0.0000
18.7453 0.0068 0.0000
18.7711 0.0099 0.0000
18.8806 0.0033 0.0000
18.8959 0.0169 0.0000
18.9030 0.0093 0.0000
18.9235 0.0047 0.0000
18.9383 0.0024 0.0000
18.9446 0.0131 0.0000
18.9713 0.0067 0.0000
18.9787 0.0055 0.0000
19.0461 0.0090 0.0000
19.0793 0.0145 0.0000
19.1293 0.0035 0.0000
19.1571 0.0033 0.0000
19.1640 0.0041 0.0000
19.1800 0.0114 0.0000
19.1830 0.0074 0.0000
19.2039 0.0051 0.0000
19.2345 0.0103 0.0000
19.2366 0.0049 0.0000
19.2512 0.0097 0.0000
19.2516 0.0143 0.0000
19.2618 0.0065 0.0000
19.2801 0.0026 0.0000
19.3241 0.0034 0.0000
19.3282 0.0090 0.0000
19.3310 0.0069 0.0000
19.4097 0.0021 0.0000
19.4169 0.0024 0.0000
19.4402 0.0095 0.0000
19.4584 0.0074 0.0000
19.5123 0.0031 0.0000
19.5187 0.0087 0.0000
19.5686 0.0090 0.0000
19.5744 0.0078 0.0000
19.5894 0.0124 0.0000
19.6086 0.0101 0.0000
19.6818 0.0078 0.0000
19.7136 0.0018 0.0000
19.7264 0.0049 0.0000
19.7384 0.0129 0.0000
19.7432 0.0039 0.0000
19.7482 0.0126 0.0000
19.7519 0.0052 0.0000
19.8149 0.0138 0.0000
19.8235 0.0136 0.0000
19.8786 0.0094 0.0000
19.8854 0.0102 0.0000
19.9047 0.0050 0.0000
19.9392 0.0092 0.0000
19.9446 0.0195 0.0000
19.9698 0.0139 0.0000
20.0379 0.0093 0.0000
20.0431 0.0160 0.0000
20.0614 0.0135 0.0000
20.1098 0.0070 0.0008
20.1595 0.0051 0.0000
20.1595 0.0056 0.0000
20.1721 0.0127 0.0000
20.2108 0.0058 0.0000
20.2283 0.0138 0.0000
20.2350 0.0050 0.0000
20.2462 0.0122 0.0000
20.2835 0.0111 0.0000
20.3197 0.0115 0.0000
20.3540 0.0174 0.0000
20.3970 0.0105 0.0000
20.4557 0.0017 0.0000
20.4905 0.0077 0.0000
20.5267 0.0087 0.0000
20.5613 0.0074 0.0000
20.5763 0.0108 0.0000
20.5805 0.0033 0.0000
20.6544 0.0052 0.0000
20.6730 0.0021 0.0000
20.6830 0.0094 0.0000
20.7843 0.0042 0.0000
20.8131 0.0133 0.0000
20.8141 0.0044 0.0000
20.8153 0.0203 0.0000
20.8261 0.0090 0.0000
20.8739 0.0063 0.0000
20.8981 0.0105 0.0000
20.9045 0.0188 0.0000
20.9128 0.0024 0.0000
20.9283 0.0033 0.0000
20.9419 0.0081 0.0000
20.9587 0.0090 0.0000
20.9777 0.0181 0.0000
21.0147 0.0045 0.0000
21.0362 0.0153 0.0000
21.0648 0.0064 0.0000
21.0723 0.0182 0.0000
21.1209 0.0042 0.0000
21.1780 0.0023 0.0000
21.2090 0.0057 0.0000
21.2159 0.0046 0.0000
21.2230 0.0101 0.0000
21.2425 0.0064 0.0000
21.2806 0.0086 0.0000
21.2860 0.0156 0.0000
21.3368 0.0173 0.0000
21.4240 0.0018 0.0000
21.4511 0.0087 0.0000
21.4584 0.0036 0.0000
21.4595 0.0097 0.0000
21.4839 0.0030 0.0000
21.4885 0.0032 0.0000
21.5180 0.0070 0.0000
21.5410 0.0087 0.0000
21.5593 0.0033 0.0000
21.5689 0.0061 0.0000
21.5776 0.0127 0.0000
21.5872 0.0097 0.0000
21.6072 0.0073 0.0000
21.6403 0.0157 0.0000
21.6722 0.0045 0.0000
21.6788 0.0044 0.0000
21.6950 0.0061 0.0000
21.7057 0.0143 0.0000
21.7086 0.0140 0.0000
21.7453 0.0085 0.0000
21.7878 0.0052 0.0000
21.7897 0.0012 0.0000
21.8212 0.0045 0.0000
21.8446 0.0031 0.0000
21.8451 0.0043 0.0000
21.8507 0.0068 0.0000
21.8798 0.0018 0.0000
21.9529 0.0061 0.0000
21.9602 0.0198 0.0000
22.0218 0.0082 0.0000
22.0258 0.0028 0.0000
22.0591 0.0193 0.0000
22.1232 0.0032 0.0000
22.1347 0.0020 0.0000
22.1694 0.0064 0.0000
22.2410 0.0070 0.0000
22.2878 0.0075 0.0000
22.3811 0.0023 0.0000
22.3975 0.0108 0.0000
22.4205 0.0141 0.0000
22.4475 0.0099 0.0000
22.4593 0.0102 0.0000
22.4972 0.0008 0.0000
22.5253 0.0087 0.0000
22.5470 0.0155 0.0000
22.6584 0.0149 0.0000
22.6786 0.0115 0.0000
22.6868 0.0128 0.0000
22.6992 0.0123 0.0000
22.7120 0.0099 0.0000
22.7532 0.0102 0.0000
22.7846 0.0064 0.0000
22.7850 0.0063 0.0000
22.8070 0.0061 0.0000
22.8362 0.0090 0.0000
22.8795 0.0094 0.0000
22.8894 0.0029 0.0000
22.9000 0.0047 0.0000
22.9132 0.0061 0.0000
22.9372 0.0082 0.0000
22.9397 0.0036 0.0000
22.9406 0.0263 0.0000
22.9694 0.0119 0.0000
22.9718 0.0131 0.0000
23.0117 0.0067 0.0000
23.0584 0.0155 0.0000
23.0714 0.0085 0.0000
23.1354 0.0102 0.0000
23.3565 0.0076 0.0000
23.3572 0.0028 0.0000
23.3910 0.0115 0.0000
23.4530 0.0110 0.0000
23.5838 0.0118 0.0000
23.6637 0.0085 0.0000
23.7078 0.0023 0.0000
23.7169 0.0188 0.0000
23.7172 0.0069 0.0000
23.7763 0.0040 0.0000
23.7925 0.0100 0.0000
23.8039 0.0101 0.0000
23.8161 0.0073 0.0000
23.8240 0.0039 0.0000
23.8393 0.0064 0.0000
23.8479 0.0070 0.0000
23.8976 0.0074 0.0000
23.9143 0.0106 0.0000
23.9248 0.0101 0.0000
23.9636 0.0269 0.0003
23.9779 0.0128 0.0000
24.0068 0.0055 0.0000
24.0228 0.0083 0.0000
24.0263 0.0086 0.0000
24.0862 0.0166 0.0000
24.0920 0.0058 0.0000
24.1763 0.0050 0.0000
24.2238 0.0089 0.0000
24.2402 0.0054 0.0000
24.2652 0.0061 0.0000
24.2779 0.0063 0.0000
24.2848 0.0035 0.0000
24.2970 0.0040 0.0000
24.3095 0.0062 0.0000
24.3109 0.0017 0.0000
24.3158 0.0224 0.0000
24.3496 0.0082 0.0000
24.3541 0.0042 0.0000
24.3735 0.0058 0.0000
24.4001 0.0112 0.0000
24.4508 0.0071 0.0000
24.4642 0.0161 0.0000
24.4882 0.0100 0.0000
24.5266 0.0027 0.0000
24.5397 0.0131 0.0000
24.5519 0.0055 0.0000
24.5830 0.0039 0.0000
24.5975 0.0098 0.0000
24.6110 0.0097 0.0000
24.6121 0.0064 0.0000
24.6415 0.0067 0.0000
24.7038 0.0049 0.0000
24.7097 0.0088 0.0000
24.7636 0.0031 0.0000
24.7679 0.0028 0.0000
24.8045 0.0068 0.0000
24.8123 0.0050 0.0000
24.8272 0.0067 0.0000
24.8566 0.0065 0.0000
24.8795 0.0087 0.0000
24.9648 0.0021 0.0000
24.9867 0.0097 0.0000
25.0112 0.0070 0.0000
25.0195 0.0151 0.0000
25.0285 0.0081 0.0000
25.0349 0.0033 0.0000
25.0521 0.0105 0.0000
25.0844 0.0157 0.0000
25.1070 0.0090 0.0000
25.1352 0.0128 0.0000
25.1600 0.0099 0.0000
25.2357 0.0089 0.0000
25.2564 0.0104 0.0000
25.2816 0.0102 0.0000
25.2962 0.0027 0.0000
25.3059 0.0080 0.0000
25.3101 0.0130 0.0000
25.3993 0.0068 0.0000
25.4004 0.0130 0.0000
25.4008 0.0055 0.0000
25.4074 0.0093 0.0000
25.4281 0.0164 0.0000
25.4445 0.0067 0.0000
25.4980 0.0146 0.0000
25.5032 0.0012 0.0000
25.6005 0.0106 0.0000
25.6236 0.0201 0.0000
25.6255 0.0057 0.0000
25.6294 0.0011 0.0000
25.6389 0.0148 0.0000
25.6524 0.0049 0.0000
25.6737 0.0018 0.0000
25.6761 0.0079 0.0000
25.6839 0.0132 0.0000
25.6957 0.0128 0.0000
25.7881 0.0051 0.0000
25.8622 0.0055 0.0000
25.9028 0.0148 0.0000
25.9161 0.0169 0.0000
25.9188 0.0076 0.0000
25.9613 0.0104 0.0000
26.0304 0.0058 0.0000
26.0382 0.0074 0.0000
26.0653 0.0008 0.0000
26.0738 0.0059 0.0000
26.0946 0.0169 0.0000
26.1083 0.0080 0.0000
26.2209 0.0023 0.0000
26.2486 0.0098 0.0000
26.2876 0.0064 0.0000
26.2965 0.0106 0.0000
26.3176 0.0105 0.0000
26.3734 0.0076 0.0000
26.3880 0.0058 0.0000
26.3910 0.0030 0.0000
26.3999 0.0028 0.0000
26.4129 0.0081 0.0000
26.4508 0.0059 0.0000
26.4616 0.0155 0.0000
26.4622 0.0069 0.0000
26.5032 0.0037 0.0000
26.5200 0.0127 0.0000
26.5311 0.0042 0.0000
26.5315 0.0141 0.0000
26.5524 0.0048 0.0000
26.5878 0.0066 0.0000
26.6445 0.0089 0.0000
26.6633 0.0033 0.0000
26.7316 0.0071 0.0000
26.7389 0.0035 0.0000
26.7471 0.0048 0.0000
26.7630 0.0086 0.0000
26.7686 0.0092 0.0000
26.7762 0.0031 0.0000
26.7782 0.0102 0.0000
26.8071 0.0045 0.0000
26.8212 0.0124 0.0000
26.8273 0.0069 0.0000
26.8467 0.0060 0.0000
26.8879 0.0080 0.0000
26.9055 0.0104 0.0000
26.9209 0.0018 0.0000
26.9277 0.0092 0.0000
27.0243 0.0100 0.0000
27.0529 0.0083 0.0000
27.0534 0.0181 0.0000
27.1315 0.0013 0.0000
27.1555 0.0058 0.0000
27.1759 0.0101 0.0000
27.1784 0.0039 0.0000
27.2173 0.0156 0.0000
27.2487 0.0162 0.0000
27.2668 0.0075 0.0000
27.2725 0.0137 0.0000
27.3243 0.0076 0.0000
27.3543 0.0052 0.0000
27.3761 0.0072 0.0000
27.3882 0.0048 0.0000
27.3934 0.0067 0.0000
27.4213 0.0032 0.0000
27.4244 0.0063 0.0000
27.4481 0.0061 0.0000
27.4849 0.0119 0.0000
27.4931 0.0137 0.0000
27.4987 0.0053 0.0000
27.5118 0.0132 0.0000
27.5235 0.0078 0.0000
27.5790 0.0130 0.0000
27.6060 0.0042 0.0000
27.6539 0.0031 0.0000
27.6766 0.0071 0.0000
27.7205 0.0166 0.0000
27.7414 0.0152 0.0000
27.7678 0.0063 0.0000
27.7971 0.0051 0.0000
27.8417 0.0095 0.0000
27.9289 0.0049 0.0000
27.9428 0.0047 0.0000
27.9930 0.0162 0.0000
28.0188 0.0077 0.0000
28.0201 0.0074 0.0000
28.0248 0.0095 0.0000
28.0305 0.0009 0.0000
28.0487 0.0103 0.0000
28.0494 0.0062 0.0000
28.0613 0.0095 0.0000
28.1136 0.0165 0.0000
28.1268 0.0057 0.0000
28.1748 0.0102 0.0000
28.1774 0.0080 0.0000
28.2019 0.0089 0.0000
28.2036 0.0021 0.0000
28.2478 0.0054 0.0000
28.2965 0.0051 0.0000
28.2997 0.0077 0.0000
28.3238 0.0041 0.0000
28.3369 0.0108 0.0000
28.3839 0.0024 0.0000
28.4548 0.0074 0.0000
28.4754 0.0023 0.0000
28.4800 0.0029 0.0000
28.5265 0.0130 0.0000
28.5546 0.0022 0.0000
28.5702 0.0051 0.0000
28.5807 0.0115 0.0000
28.5817 0.0144 0.0000
28.5861 0.0071 0.0000
28.5892 0.0042 0.0000
28.6067 0.0146 0.0000
28.6098 0.0038 -0.0060
28.6193 0.0183 0.0000
28.6295 0.0099 0.0000
28.6358 0.0077 0.0000
28.6660 0.0061 0.0000
28.7326 0.0088 0.0000
28.7963 0.0127 0.0000
28.8826 0.0064 0.0000
28.9089 0.0071 0.0000
28.9117 0.0074 0.0000
28.9152 0.0057 0.0000
28.9605 0.0146 0.0000
28.9810 0.0069 0.0000
28.9989 0.0013 0.0000
29.0018 0.0093 0.0000
29.0479 0.0071 0.0000
29.0626 0.0059 0.0000
29.1170 0.0031 0.0000
29.1760 0.0032 0.0000
29.2160 0.0092 0.0000
29.2437 0.0083 0.0000
29.2933 0.0071 0.0000
29.2980 0.0043 0.0000
29.3418 0.0128 0.0000
29.3580 0.0041 0.0000
29.3967 0.0040 0.0000
29.3976 0.0104 0.0000
29.4154 0.0171 0.0000
29.4535 0.0120 0.0000
29.4584 0.0184 0.0000
29.4683 0.0137 0.0000
29.4773 0.0101 0.0000
29.5007 0.0069 0.0000
29.5488 0.0052 0.0000
29.5853 0.0095 0.0000
29.6232 0.0087 0.0000
29.6290 0.0044 0.0000
29.6458 0.0065 0.0000
29.6886 0.0061 0.0000
29.6970 0.0073 0.0000
29.7117 0.0188 0.0000
29.7225 0.0023 0.0000
29.7694 0.0105 0.0000
29.7773 0.0124 0.0000
29.7852 0.0021 0.0000
29.8222 0.0097 0.0000
29.8349 0.0129 0.0000
29.8430 0.0069 0.0000
29.8463 0.0053 0.0000
29.8618 0.0070 0.0000
29.8687 0.0037 0.0000
29.8781 0.0024 0.0000
29.8784 0.0048 0.0000
29.9590 0.0075 0.0000
30.0044 0.0053 0.0000
30.0051 0.0090 0.0000
30.0875 0.0013 0.0000
30.1007 0.0019 0.0000
30.1216 0.0042 0.0000
30.1379 0.0130 0.0000
30.2051 0.0093 0.0000
30.2315 0.0120 0.0000
30.2679 0.0023 0.0000
30.2743 0.0109 0.0000
30.2839 0.0059 0.0000
30.3295 0.0066 0.0000
30.3407 0.0107 0.0000
30.3500 0.0003 0.0000
30.3699 0.0101 0.0000
30.4104 0.0018 0.0000
30.4168 0.0113 0.0000
30.4597 0.0060 0.0000
30.4871 0.0087 0.0000
30.5022 0.0064 0.0000
30.5203 0.0013 0.0000
30.5420 0.0053 0.0000
30.5447 0.0061 0.0000
30.5557 0.0009 0.0000
30.6093 0.0051 0.0000
30.6324 0.0046 0.0000
30.6442 0.0119 0.0000
30.7660 0.0075 0.0000
30.8085 0.0007 0.0000
30.8394 0.0133 0.0000
30.8715 0.0024 0.0000
30.8795 0.0100 0.0000
30.8866 0.0034 0.0000
30.8932 0.0096 0.0000
30.9018 0.0018 0.0000
30.9093 0.0181 0.0000
30.9223 0.0066 0.0000
30.9264 0.0115 0.0000
30.9368 0.0133 0.0000
30.9976 0.0061 0.0000
31.0198 0.0196 0.0000
31.0209 0.0013 0.0000
31.0534 0.0065 0.0000
31.0703 0.0084 0.0000
31.0790 0.0112 0.0000
31.0876 0.0062 0.0000
31.1071 0.0041 0.0000
31.1252 0.0066 0.0000
31.1709 0.0059 0.0000
31.2275 0.0073 0.0000
31.2751 0.0055 0.0000
31.3034 0.0091 0.0000
31.3048 0.0137 0.0000
31.3383 0.0057 0.0000
31.4489 0.0016 0.0000
31.4759 0.0049 0.0010
31.4813 0.0066 0.0000
31.4844 0.0067 0.0000
31.4955 0.0032 0.0000
31.5546 0.0107 0.0000
31.5900 0.0082 0.0000
31.5910 0.0057 0.0000
31.6005 0.0167 0.0000
31.6395 0.0034 0.0000
31.6611 0.0038 0.0000
31.6627 0.0128 0.0000
31.6760 0.0058 0.0000
31.7331 0.0067 0.0000
31.7589 0.0093 0.0000
31.7827 0.0092 0.0000
31.8225 0.0057 0.0000
31.8724 0.0144 0.0000
31.8819 0.0034 0.0000
31.8894 0.0103 0.0000
31.9282 0.0077 0.0000
31.9283 0.0111 0.0000
31.9439 0.0021 0.0000
32.0152 0.0103 0.0000
32.0482 0.0220 0.0000
32.0943 0.0182 0.0000
32.1740 0.0053 0.0000
32.1785 0.0029 0.0000
32.1842 0.0075 0.0000
32.2301 0.0121 0.0000
32.2323 0.0037 0.0000
32.2506 0.0103 0.0000
32.3081 0.0076 0.0000
32.3095 0.0038 0.0000
32.3401 0.0046 0.0000
32.3575 0.0059 0.0000
32.4307 0.0107 0.0000
32.4435 0.0091 0.0000
32.4574 0.0138 0.0000
32.4800 0.0023 0.0000
32.4892 0.0212 -0.0010
32.5086 0.0085 0.0000
32.5294 0.0028 0.0000
32.5773 0.0076 0.0000
32.5859 0.0169 0.0000
32.5983 0.0113 0.0000
32.6492 0.0042 0.0000
32.7576 0.0129 0.0000
32.7656 0.0100 0.0000
32.7781 0.0110 0.0000
32.7828 0.0107 0.0000
32.7869 0.0118 0.0000
32.8219 0.0142 0.0000
32.8226 0.0042 0.0000
32.8750 0.0097 0.0000
32.9119 0.0066 0.0000
32.9204 0.0167 0.0000
32.9341 0.0044 0.0000
32.9457 0.0036 0.0000
32.9710 0.0057 0.0000
32.9760 0.0041 0.0000
