L = 0.03
33.2367 0.0103 0.0000
33.2462 0.0067 0.0000
33.2469 0.0034 0.0000
33.2517 0.0162 0.0000
33.2600 0.0065 0.0000
33.2669 0.0065 0.0000
33.2848 0.0049 0.0000
33.2975 0.0109 0.0000
33.3076 0.0041 0.0000
33.3656 0.0110 0.0000
33.3810 0.0114 0.0000
33.3961 0.0059 0.0000
33.4371 0.0227 0.0000
33.4618 0.0148 0.0000
33.4939 0.0191 0.0000
33.5311 0.0086 0.0000
33.5359 0.0169 0.0000
33.5414 0.0137 0.0000
33.5513 0.0127 0.0000
33.5571 0.0058 0.0000
33.6007 0.0114 0.0000
33.6053 0.0084 0.0000
33.6102 0.0084 0.0000
33.6165 0.0071 0.0000
33.6874 0.0020 0.0000
33.6956 0.0087 0.0000
33.7091 0.0125 0.0000
33.7464 0.0104 0.0000
33.7718 0.0015 0.0000
33.8033 0.0046 0.0000
33.8174 0.0096 0.0000
33.8240 0.0090 0.0000
33.8270 0.0141 0.0000
33.8320 0.0068 0.0000
33.8414 0.0031 0.0000
33.8620 0.0039 0.0000
33.8776 0.0047 0.0000
33.8813 0.0051 0.0000
33.8867 0.0049 0.0000
33.8917 0.0060 0.0000
33.8993 0.0118 0.0000
33.9059 0.0070 0.0000
33.9231 0.0116 0.0000
33.9278 0.0045 0.0000
33.9351 0.0134 0.0000
33.9669 0.0087 0.0000
33.9765 0.0045 0.0000
34.0047 0.0035 0.0000
34.0214 0.0019 0.0000
34.0377 0.0097 0.0000
34.0531 0.0095 0.0000
34.1008 0.0018 0.0000
34.1321 0.0039 0.0000
34.1415 0.0060 0.0000
34.2032 0.0073 0.0000
34.2684 0.0114 0.0000
34.3100 0.0107 0.0000
34.3446 0.0051 0.0000
34.3801 0.0094 0.0000
34.4399 0.0037 0.0000
34.4470 0.0032 0.0000
34.5188 0.0045 0.0000
34.5275 0.0049 0.0000
34.5281 0.0220 0.0000
34.5631 0.0015 0.0000
34.5878 0.0044 0.0000
34.6051 0.0127 0.0000
34.6670 0.0081 0.0000
34.6914 0.0147 0.0071
34.7406 0.0101 0.0000
34.8241 0.0070 0.0000
34.8311 0.0022 0.0000
34.8458 0.0160 0.0000
34.9654 0.0020 0.0000
34.9942 0.0107 0.0000
35.0111 0.0053 0.0000
35.0181 0.0147 0.0000
35.0508 0.0060 0.0409
35.0801 0.0123 0.0000
35.0894 0.0055 0.0000
35.1014 0.0044 0.0000
35.1494 0.0079 0.0000
35.1558 0.0072 0.0000
35.1770 0.0038 0.0000
35.2397 0.0019 0.0000
35.2406 0.0182 0.0000
35.2612 0.0070 0.0000
35.2768 0.0077 0.0000
35.3166 0.0143 0.0000
35.3258 0.0083 0.0000
35.3824 0.0041 0.0000
35.4852 0.0076 0.0000
35.5073 0.0033 0.0000
35.5289 0.0034 0.0000
35.5297 0.0131 0.0000
35.5375 0.0054 0.0000
35.5413 0.0049 0.0000
35.5494 0.0115 0.0000
35.5705 0.0034 0.0000
35.6623 0.0019 0.0000
35.6735 0.0098 0.0000
35.6875 0.0011 0.0000
35.7233 0.0099 0.0000
35.7334 0.0125 0.0000
35.7401 0.0096 0.0016
35.7742 0.0089 0.0000
35.8067 0.0019 0.0000
35.8429 0.0153 0.0000
35.8575 0.0123 0.0000
35.8693 0.0093 0.0000
35.8861 0.0093 0.0000
35.8942 0.0147 0.0000
35.9394 0.0099 0.0000
36.0522 0.0079 0.0000
36.0923 0.0190 0.0000
36.1685 0.0054 0.0000
36.1707 0.0116 0.0000
36.2409 0.0154 0.0000
36.2497 0.0178 0.0000
36.3019 0.0098 0.0000
36.3036 0.0074 0.0000
36.3116 0.0050 0.0000
36.4207 0.0095 0.0000
36.4597 0.0013 0.0000
36.4729 0.0146 0.0000
36.4933 0.0044 0.0000
36.4952 0.0104 0.0000
36.5114 0.0037 0.0000
36.5171 0.0101 0.0000
36.5984 0.0055 0.0000
36.6091 0.0140 0.0000
36.6227 0.0090 0.0000
36.6604 0.0037 0.0000
36.6831 0.0016 0.0000
36.7201 0.0116 0.0000
36.7558 0.0049 0.0000
36.7657 0.0123 0.0000
36.7779 0.0136 0.0000
36.7853 0.0144 0.0000
36.8175 0.0047 0.0000
36.8299 0.0082 0.0000
36.8401 0.0037 0.0000
36.8545 0.0058 0.0000
36.8658 0.0037 0.0000
36.9332 0.0132 0.0000
36.9432 0.0082 0.0000
36.9491 0.0051 0.0000
36.9653 0.0022 0.0000
36.9756 0.0058 0.0000
36.9761 0.0129 0.0000
36.9999 0.0034 0.0000
37.0145 0.0025 0.0000
37.0425 0.0059 0.0000
37.0429 0.0160 0.0000
37.0510 0.0070 0.0000
37.1054 0.0150 0.0000
37.1081 0.0056 0.0000
37.1349 0.0086 0.0000
37.1505 0.0045 0.0000
37.1749 0.0118 0.0000
37.2174 0.0121 0.0000
37.2320 0.0067 0.0000
37.2398 0.0081 0.0000
37.3014 0.0116 0.0000
37.3193 0.0102 0.0000
37.3343 0.0142 0.0000
37.3480 0.0014 0.0000
37.3777 0.0017 0.0000
37.3834 0.0028 0.0000
37.3897 0.0128 0.0000
37.4193 0.0143 0.0000
37.4267 0.0055 0.0000
37.4597 0.0075 0.0000
37.4732 0.0034 0.0000
37.4892 0.0024 0.0000
37.5145 0.0026 0.0000
37.5273 0.0143 0.0000
37.5328 0.0088 0.0000
37.5487 0.0083 0.0000
37.5714 0.0054 0.0000
37.5769 0.0097 0.0000
37.5778 0.0088 0.0000
37.5888 0.0047 0.0000
37.6093 0.0089 0.0000
37.6243 0.0096 0.0000
37.6294 0.0085 0.0000
37.6295 0.0050 0.0000
37.6638 0.0150 0.0000
37.6931 0.0100 0.0000
37.7691 0.0138 0.0000
37.7987 0.0035 0.0000
37.8035 0.0028 0.0000
37.8535 0.0075 0.0000
37.8689 0.0034 0.0000
37.8980 0.0120 0.0000
37.9208 0.0066 0.0000
37.9314 0.0099 0.0000
37.9560 0.0151 0.0000
37.9774 0.0056 0.0000
38.0967 0.0048 0.0000
38.0993 0.0060 0.0000
38.1243 0.0143 0.0000
38.1266 0.0031 0.0000
38.1433 0.0139 0.0000
38.1442 0.0056 0.0000
38.1740 0.0076 0.0000
38.1771 0.0018 0.0000
38.2341 0.0128 0.0000
38.2542 0.0044 0.0000
38.2717 0.0111 0.0000
38.2751 0.0020 0.0000
38.3186 0.0099 0.0000
38.3228 0.0089 0.0000
38.3291 0.0079 0.0000
38.3729 0.0042 0.0000
38.4476 0.0124 0.0000
38.4680 0.0111 0.0000
38.4883 0.0058 0.0000
38.5362 0.0058 0.0000
38.5638 0.0081 0.0000
38.6204 0.0032 0.0000
38.6428 0.0050 0.0000
38.6708 0.0164 0.0000
38.7367 0.0063 0.0000
38.7847 0.0111 0.0000
38.7854 0.0072 0.0000
38.8198 0.0066 0.0000
38.8659 0.0035 0.0000
38.8817 0.0053 0.0000
38.8869 0.0044 0.0000
38.9037 0.0070 0.0000
38.9135 0.0131 0.0000
38.9199 0.0042 0.0000
38.9737 0.0135 0.0000
38.9911 0.0038 0.0000
39.0121 0.0017 0.0000
39.0392 0.0148 0.0000
39.0495 0.0040 0.0000
39.0847 0.0107 0.0000
39.1001 0.0182 0.0000
39.1069 0.0077 0.0000
39.1085 0.0029 0.0000
39.1234 0.0105 0.0000
39.2298 0.0085 0.0000
39.2323 0.0066 0.0000
39.2634 0.0116 0.0000
39.2640 0.0123 0.0000
39.2723 0.0158 0.0000
39.2839 0.0044 0.0000
39.3192 0.0082 0.0000
39.3400 0.0073 0.0000
39.3918 0.0072 0.0000
39.4323 0.0064 0.0000
39.4566 0.0044 0.0000
39.4572 0.0085 0.0000
39.4896 0.0087 0.0000
39.4919 0.0111 0.0000
39.4931 0.0058 0.0000
39.5033 0.0120 0.0000
39.5298 0.0164 0.0000
39.5660 0.0039 0.0000
39.5820 0.0106 0.0000
39.6000 0.0080 0.0000
39.6052 0.0074 0.0000
39.6085 0.0085 0.0000
39.6699 0.0031 0.0000
39.6803 0.0079 0.0000
39.6858 0.0006 0.0000
39.7249 0.0207 0.0000
39.7469 0.0053 0.0000
39.7709 0.0098 0.0000
39.7904 0.0126 0.0000
39.7916 0.0061 0.0000
39.8675 0.0023 0.0000
39.8726 0.0043 0.0000
39.9577 0.0028 0.0000
39.9975 0.0016 0.0000

L = 0.03
0.0323 0.0000 0.0028
0.0720 0.0000 0.0016
0.0865 0.0000 0.0044
0.0883 0.0046 0.0000
0.0945 0.0061 0.0000
0.0995 0.0095 0.0000
0.1176 0.0135 0.0000
0.1871 0.0000 0.0030
0.1996 0.0051 0.0000
0.2042 0.0064 0.0000
0.2266 0.0056 0.0000
0.2522 0.0056 0.0000
0.2842 0.0153 0.0000
0.2875 0.0000 0.0085
0.3062 0.0052 0.0000
0.3113 0.0081 0.0000
0.3404 0.0042 0.0000
0.3685 0.0095 0.0000
0.3831 0.0125 0.0000
0.4096 0.0029 0.0000
0.4126 0.0075 0.0000
0.4134 0.0042 0.0000
0.4600 0.0050 0.0000
0.4629 0.0053 0.0000
0.4965 0.0000 0.0087
0.5378 0.0000 0.0044
0.5501 0.0050 0.0000
0.5562 0.0066 0.0000
0.5818 0.0074 0.0000
0.5990 0.0087 0.0000
0.7022 0.0118 0.0000
0.7185 0.0021 0.0000
0.7192 0.0019 0.0000
0.7195 0.0053 0.0000
0.7674 0.0073 0.0000
0.8016 0.0094 0.0000
0.8264 0.0128 0.0000
0.8560 0.0145 0.0000
0.8625 0.0000 0.0018
0.8686 0.0096 0.0000
0.9175 0.0116 0.0000
0.9402 0.0068 0.0000
0.9416 0.0103 0.0000
0.9481 0.0058 0.0000
0.9732 0.0144 0.0000
0.9798 0.0056 0.0000
1.0077 0.0081 0.0000
1.0626 0.0109 0.0000
1.0630 0.0089 0.0000
1.1585 0.0111 0.0000
1.1700 0.0046 0.0000
1.2778 0.0082 0.0000
1.2903 0.0093 0.0000
1.3095 0.0088 0.0000
1.3867 0.0092 0.0000
1.4537 0.0050 0.0000
1.4553 0.0142 0.0000
1.4596 0.0071 0.0000
1.5335 0.0059 0.0000
1.5772 0.0220 0.0000
1.5974 0.0077 0.0000
1.5976 0.0036 0.0000
1.6120 0.0075 0.0000
1.6338 0.0100 0.0000
1.6629 0.0074 0.0000
1.7133 0.0067 0.0000
1.7159 0.0011 0.0000
1.7352 0.0105 0.0000
1.7592 0.0181 0.0000
1.7633 0.0054 0.0000
1.7819 0.0139 0.0000
1.8016 0.0057 0.0000
1.8031 0.0042 0.0000
1.8357 0.0011 0.0000
1.8523 0.0077 0.0000
1.8682 0.0135 0.0000
1.9239 0.0089 0.0254
1.9253 0.0155 0.0000
1.9274 0.0117 0.0000
1.9338 0.0000 0.0060
1.9400 0.0114 0.0000
1.9623 0.0211 0.0000
1.9652 0.0091 0.0000
1.9924 0.0040 0.0000
2.0183 0.0134 0.0000
2.0290 0.0065 0.0000
2.0423 0.0137 0.0000
2.0919 0.0101 0.0000
2.1224 0.0111 0.0000
2.1471 0.0113 0.0000
2.1786 0.0089 0.0000
2.1831 0.0128 0.0000
2.2056 0.0108 0.0000
2.2508 0.0090 0.0000
2.2554 0.0037 0.0000
2.3217 0.0036 0.0000
2.3217 0.0073 0.0000
2.3435 0.0037 0.0000
2.4141 0.0067 0.0000
2.5158 0.0029 0.0000
2.5399 0.0153 0.0000
2.5417 0.0066 0.0000
2.5827 0.0071 0.0000
2.6045 0.0123 0.0000
2.6630 0.0212 0.0000
2.6746 0.0033 0.0000
2.7679 0.0101 0.0000
2.7743 0.0131 0.0000
2.8071 0.0054 0.0000
2.8142 0.0187 0.0000
2.8710 0.0058 0.0000
2.8763 0.0056 0.0000
2.8770 0.0084 0.0000
2.9024 0.0089 0.0000
2.9819 0.0057 0.0000
3.0382 0.0084 0.0000
3.0516 0.0037 0.0000
3.0538 0.0092 0.0000
3.0970 0.0100 0.0000
3.1026 0.0078 0.0000
3.1076 0.0094 0.0000
3.1194 0.0068 0.0000
3.1244 0.0073 0.0000
3.1570 0.0054 0.0000
3.1999 0.0026 0.0000
3.2158 0.0127 0.0000
3.2220 0.0058 0.0000
3.2385 0.0152 0.0000
3.2626 0.0103 0.0000
3.2673 0.0187 0.0000
3.2828 0.0048 0.0000
3.3194 0.0101 0.0000
3.3239 0.0024 0.0000
3.3272 0.0134 0.0000
3.3675 0.0088 0.0000
3.4035 0.0057 0.0000
3.4043 0.0015 0.0000
3.4335 0.0212 0.0000
3.4433 0.0060 0.0000
3.4538 0.0065 0.0000
3.5017 0.0048 0.0000
3.5078 0.0063 0.0000
3.5110 0.0021 0.0000
3.5830 0.0009 0.0000
3.5929 0.0075 0.0000
3.6067 0.0115 0.0000
3.6110 0.0108 0.0000
3.6272 0.0138 0.0000
3.6603 0.0071 0.0000
3.6928 0.0072 0.0000
3.7280 0.0021 0.0000
3.7473 0.0111 0.0000
3.7574 0.0221 0.0000
3.7696 0.0076 0.0000
3.7864 0.0126 0.0000
3.7876 0.0029 0.0000
3.7902 0.0041 0.0000
3.8222 0.0076 0.0000
3.8225 0.0032 0.0000
3.8548 0.0129 0.0000
3.8560 0.0114 0.0000
3.8581 0.0053 0.0000
3.8610 0.0198 0.0000
3.8903 0.0062 0.0000
3.8904 0.0067 0.0000
3.9239 0.0005 0.0000
3.9426 0.0077 0.0000
3.9452 0.0125 0.0000
3.9503 0.0005 0.0000
3.9784 0.0097 0.0000
3.9906 0.0030 0.0000
4.0116 0.0052 0.0000
4.0529 0.0020 0.0000
4.1039 0.0233 0.0000
4.1340 0.0124 0.0000
4.1521 0.0080 0.0000
4.1886 0.0076 0.0000
4.1994 0.0098 0.0000
4.2155 0.0103 0.0000
4.2218 0.0086 0.0000
4.2361 0.0029 0.0000
4.2379 0.0157 0.0000
4.2624 0.0065 0.0000
4.2926 0.0042 0.0000
4.2951 0.0066 0.0000
4.3121 0.0094 0.0000
4.3164 0.0099 0.0000
4.4049 0.0112 0.0000
4.4589 0.0079 0.0000
4.4640 0.0120 0.0000
4.5067 0.0086 0.0000
4.5100 0.0034 0.0000
4.5122 0.0055 0.0000
4.5289 0.0135 0.0000
4.5339 0.0076 0.0000
4.5553 0.0052 0.0000
4.5816 0.0104 0.0000
4.5953 0.0012 0.0000
4.6182 0.0060 0.0000
4.6776 0.0056 0.0000
4.7288 0.0113 0.0000
4.7654 0.0181 0.0000
4.8001 0.0052 0.0000
4.8176 0.0089 0.0000
4.8249 0.0030 0.0000
4.8305 0.0236 0.0000
4.8610 0.0105 0.0000
4.8811 0.0013 0.0000
4.8873 0.0010 0.0000
4.9067 0.0052 0.0000
4.9157 0.0044 0.0000
4.9501 0.0072 0.0000
5.0139 0.0092 0.0000
5.0228 0.0045 0.0000
5.0336 0.0069 0.0000
5.0463 0.0074 0.0000
5.0520 0.0022 0.0000
5.1677 0.0038 0.0000
5.1719 0.0101 0.0000
5.2694 0.0116 0.0000
5.2695 0.0035 0.0000
5.2697 0.0105 0.0000
5.3436 0.0027 0.0000
5.4441 0.0043 0.0000
5.4637 0.0013 0.0000
5.4983 0.0180 0.0000
5.5058 0.0066 0.0000
5.5846 0.0080 0.0000
5.6235 0.0015 0.0000
5.6386 0.0134 0.0000
5.6702 0.0060 0.0000
5.6955 0.0084 0.0000
5.7367 0.0136 0.0000
5.7728 0.0146 0.0000
5.8122 0.0112 0.0000
5.8222 0.0191 0.0000
5.8348 0.0063 0.0000
5.8602 0.0078 0.0000
5.9054 0.0010 0.0000
5.9591 0.0045 0.0000
5.9734 0.0027 0.0000
5.9821 0.0023 0.0000
6.0065 0.0169 0.0000
6.0258 0.0086 0.0000
6.0356 0.0026 0.0000
6.0575 0.0104 0.0000
6.0786 0.0049 0.0000
6.1242 0.0146 0.0000
6.1613 0.0107 0.0000
6.1843 0.0175 0.0000
6.2119 0.0073 0.0000
6.2717 0.0053 0.0000
6.3298 0.0087 0.0000
6.3681 0.0086 0.0000
6.3776 0.0033 0.0000
6.3936 0.0065 0.0000
6.4328 0.0086 0.0000
6.4370 0.0082 0.0000
6.4659 0.0141 0.0000
6.4672 0.0056 0.0000
6.4891 0.0085 0.0000
6.4915 0.0111 0.0000
6.4996 0.0017 0.0000
6.5202 0.0028 0.0000
6.5413 0.0088 0.0000
6.5672 0.0057 0.0000
6.5737 0.0078 0.0000
6.6028 0.0049 0.0000
6.6504 0.0100 0.0000
6.6560 0.0146 0.0000
6.7249 0.0155 0.0000
6.7284 0.0027 0.0000
6.7643 0.0013 0.0000
6.7959 0.0121 0.0000
6.8386 0.0118 0.0000
6.8549 0.0119 0.0000
6.8990 0.0127 0.0000
6.9379 0.0056 0.0000
6.9828 0.0104 0.0000
6.9867 0.0115 0.0000
7.0053 0.0061 0.0000
7.0377 0.0071 0.0000
7.0708 0.0145 0.0000
7.0813 0.0037 0.0000
7.0946 0.0029 0.0000
7.1236 0.0066 0.0000
7.1544 0.0020 0.0000
7.1572 0.0155 0.0000
7.1769 0.0053 0.0000
7.1959 0.0079 0.0000
7.2376 0.0057 0.0000
7.2779 0.0136 0.0000
7.2804 0.0032 0.0000
7.2872 0.0155 0.0000
7.2929 0.0092 0.0000
7.2948 0.0045 0.0000
7.2962 0.0188 0.0000
7.3426 0.0044 0.0000
7.3508 0.0096 0.0000
7.3848 0.0054 0.0000
7.5163 0.0132 0.0000
7.5220 0.0088 0.0000
7.5412 0.0060 0.0000
7.5610 0.0070 0.0000
7.5712 0.0072 0.0000
7.5789 0.0134 0.0000
7.6084 0.0091 0.0000
7.6656 0.0159 0.0000
7.6750 0.0029 0.0000
7.6788 0.0115 0.0000
7.7515 0.0145 0.0000
7.7881 0.0029 0.0000
7.7896 0.0023 0.0000
7.7942 0.0154 0.0000
7.8037 0.0169 0.0000
7.8259 0.0178 0.0000
7.8383 0.0079 0.0000
7.8651 0.0131 0.0000
7.8892 0.0166 0.0000
7.9082 0.0067 0.0000
7.9123 0.0009 0.0000
7.9750 0.0088 0.0000
7.9753 0.0142 0.0127
8.0532 0.0116 0.0000
8.0665 0.0145 0.0000
8.0739 0.0071 0.0000
8.0801 0.0073 0.0000
8.0823 0.0115 0.0000
8.1174 0.0069 0.0000
8.1297 0.0024 0.0000
8.1314 0.0086 0.0000
8.1509 0.0102 0.0000
8.1556 0.0056 0.0000
8.3554 0.0028 0.0000
8.3776 0.0188 0.0000
8.4527 0.0037 0.0000
8.4549 0.0158 0.0000
8.4732 0.0025 0.0000
8.4962 0.0171 0.0000
8.5031 0.0041 0.0000
8.5236 0.0074 0.0000
8.5270 0.0041 0.0000
8.5368 0.0031 0.0000
8.5485 0.0153 0.0000
8.6264 0.0151 0.0000
8.6831 0.0030 0.0000
8.6967 0.0096 0.0000
8.7228 0.0133 0.0000
8.8455 0.0051 0.0000
8.8500 0.0133 0.0000
8.8552 0.0063 0.0000
8.8605 0.0054 0.0000
8.8669 0.0134 0.0000
8.8684 0.0136 0.0000
8.8935 0.0123 0.0000
8.9319 0.0033 0.0000
8.9481 0.0074 0.0000
8.9535 0.0113 0.0000
8.9638 0.0180 0.0000
9.0131 0.0058 0.0000
9.0206 0.0110 0.0000
9.0718 0.0087 0.0000
9.0744 0.0084 0.0000
9.1252 0.0089 0.0000
9.1734 0.0048 0.0000
9.1885 0.0117 0.0000
9.2107 0.0138 0.0000
9.2482 0.0187 0.0000
9.2984 0.0060 0.0000
9.3313 0.0021 0.0000
9.3486 0.0027 0.0000
9.3537 0.0137 0.0000
9.3817 0.0159 0.0000
9.5030 0.0101 0.0000
9.5230 0.0079 0.0000
9.5297 0.0150 0.0000
9.5318 0.0147 0.0000
9.5461 0.0090 0.0000
9.6040 0.0034 -0.0017
9.6073 0.0061 0.0000
9.6220 0.0072 0.0000
9.6404 0.0091 0.0000
9.6573 0.0137 0.0000
9.7450 0.0066 0.0000
9.7506 0.0105 0.0000
9.7518 0.0186 0.0000
9.7595 0.0144 0.0000
9.7616 0.0151 0.0000
9.7654 0.0065 0.0000
9.7852 0.0064 0.0000
9.8020 0.0057 0.0000
9.8349 0.0099 0.0000
9.8360 0.0090 0.0000
9.8723 0.0099 0.0000
9.9227 0.0017 0.0000
9.9537 0.0037 0.0000
9.9569 0.0050 0.0000
9.9743 0.0107 0.0000
10.0440 0.0074 0.0000
10.1140 0.0030 0.0000
10.1253 0.0204 0.0000
10.1288 0.0088 0.0000
10.1448 0.0037 0.0000
10.1893 0.0056 0.0000
10.2843 0.0075 0.0000
10.2866 0.0058 0.0000
10.3167 0.0006 0.0000
10.3191 0.0044 0.0000
10.3332 0.0054 0.0000
10.3375 0.0091 0.0000
10.3578 0.0084 0.0000
10.4063 0.0220 0.0000
10.4830 0.0065 0.0000
10.4946 0.0045 0.0000
10.4951 0.0167 0.0000
10.5102 0.0073 0.0000
10.5653 0.0113 0.0000
10.5779 0.0079 0.0000
10.6061 0.0059 0.0000
10.6094 0.0063 0.0000
10.7187 0.0057 0.0000
10.7259 0.0049 0.0000
10.7473 0.0099 0.0000
10.7610 0.0137 0.0000
10.7654 0.0043 0.0000
10.7828 0.0072 0.0000
10.7856 0.0015 0.0000
10.8077 0.0056 0.0000
10.8442 0.0088 0.0000
10.8461 0.0050 0.0000
10.8564 0.0051 0.0000
10.8610 0.0150 0.0000
10.8957 0.0136 0.0000
10.9288 0.0099 0.0000
11.0182 0.0087 0.0000
11.0634 0.0113 0.0000
11.0706 0.0058 0.0000
11.0743 0.0107 0.0000
11.0830 0.0058 0.0000
11.0988 0.0056 0.0000
11.1050 0.0035 0.0000
11.1523 0.0139 0.0000
11.1721 0.0117 0.0000
11.1934 0.0043 0.0000
11.1993 0.0104 0.0000
11.2045 0.0094 0.0000
11.2287 0.0067 0.0000
11.2354 0.0172 0.0000
11.2728 0.0055 0.0000
11.2846 0.0046 0.0000
11.3999 0.0090 0.0000
11.4313 0.0160 0.0000
11.4376 0.0088 0.0000
11.4607 0.0109 0.0000
11.4918 0.0080 0.0000
11.5718 0.0017 0.0000
11.5803 0.0041 0.0000
11.5961 0.0054 0.0000
11.5977 0.0075 0.0000
11.6200 0.0078 0.0000
11.6230 0.0127 0.0000
11.6246 0.0075 0.0000
11.6333 0.0114 0.0000
11.6396 0.0114 0.0000
11.6505 0.0041 0.0000
11.6710 0.0073 0.0000
11.8265 0.0054 0.0000
11.8353 0.0132 0.0000
11.8911 0.0148 0.0000
11.8991 0.0114 0.0000
11.9079 0.0104 0.0000
11.9618 0.0148 0.0000
11.9770 0.0157 0.0000
11.9784 0.0069 0.0000
12.0176 0.0162 0.0000
12.0219 0.0072 0.0000
12.0511 0.0131 0.0000
12.0783 0.0127 0.0000
12.1209 0.0031 0.0000
12.1496 0.0094 0.0000
12.1544 0.0023 0.0000
12.1586 0.0038 0.0000
12.1824 0.0113 0.0000
12.2397 0.0042 0.0000
12.3822 0.0107 0.0000
12.3828 0.0054 0.0000
12.3995 0.0060 0.0000
12.4055 0.0125 0.0000
12.4165 0.0142 0.0000
12.4190 0.0093 0.0000
12.4555 0.0054 0.0000
12.4760 0.0033 0.0000
12.4826 0.0106 0.0000
12.5171 0.0021 0.0000
12.6289 0.0041 0.0000
12.7075 0.0041 0.0000
12.7363 0.0045 0.0000
12.7619 0.0062 0.0000
12.8614 0.0030 0.0000
12.9045 0.0067 0.0000
12.9476 0.0127 0.0000
12.9665 0.0039 0.0000
13.0142 0.0094 0.0000
13.0406 0.0050 0.0000
13.0644 0.0140 0.0000
13.1367 0.0068 0.0000
13.1489 0.0122 0.0000
13.1561 0.0020 0.0000
13.1734 0.0024 0.0000
13.2003 0.0067 0.0000
13.2918 0.0047 0.0000
13.3103 0.0146 0.0000
13.3423 0.0021 0.0000
13.3725 0.0088 0.0000
13.3743 0.0127 -0.0019
13.3936 0.0084 0.0000
13.4315 0.0103 0.0000
13.4720 0.0130 0.0000
13.4742 0.0105 0.0000
13.5143 0.0023 0.0000
13.5152 0.0091 0.0000
13.5506 0.0105 0.0000
13.5575 0.0010 0.0000
13.5811 0.0180 0.0000
13.5857 0.0049 0.0000
13.5878 0.0042 0.0000
13.5895 0.0045 0.0000
13.6009 0.0002 0.0000
13.6176 0.0034 0.0000
13.6185 0.0118 0.0000
13.6424 0.0115 0.0000
13.6450 0.0154 0.0000
13.6574 0.0076 0.0000
13.6624 0.0177 0.0000
13.6647 0.0096 0.0000
13.6990 0.0252 0.0000
13.7077 0.0076 0.0000
13.7148 0.0014 0.0000
13.7153 0.0099 0.0000
13.7833 0.0034 0.0000
13.7947 0.0016 0.0000
13.8121 0.0049 0.0000
13.8167 0.0074 0.0000
13.8240 0.0076 0.0000
13.8383 0.0052 0.0000
13.8467 0.0077 0.0000
13.8514 0.0088 0.0000
13.8705 0.0120 0.0000
13.8910 0.0105 0.0000
13.9241 0.0010 0.0000
13.9410 0.0041 0.0000
14.0215 0.0087 0.0000
14.0294 0.0082 0.0000
14.0448 0.0094 0.0000
14.0890 0.0153 0.0000
14.0944 0.0051 0.0000
14.1276 0.0156 0.0000
14.1696 0.0045 0.0000
14.1697 0.0053 0.0000
14.1880 0.0069 0.0000
14.2002 0.0133 0.0000
14.2233 0.0065 0.0000
14.2338 0.0086 0.0000
14.2363 0.0062 0.0000
14.2534 0.0065 0.0000
14.2607 0.0059 0.0000
14.2838 0.0058 0.0000
14.3115 0.0126 0.0000
14.3277 0.0041 0.0000
14.3988 0.0042 0.0000
14.4182 0.0105 0.0000
14.5116 0.0109 0.0000
14.5600 0.0116 0.0000
14.6181 0.0095 0.0000
14.6362 0.0170 0.0000
14.6690 0.0110 0.0000
14.7113 0.0052 0.0000
14.7333 0.0033 0.0000
14.7873 0.0081 0.0000
14.7905 0.0077 0.0000
14.8022 0.0080 0.0000
14.8192 0.0070 0.0000
14.8239 0.0040 0.0000
14.8272 0.0124 0.0000
14.8428 0.0087 0.0000
14.8612 0.0037 0.0000
14.8669 0.0083 0.0000
14.8833 0.0226 0.0001
14.8921 0.0063 0.0000
14.8945 0.0106 0.0000
14.9178 0.0049 0.0000
14.9373 0.0135 0.0000
14.9457 0.0133 0.0000
14.9512 0.0138 0.0000
14.9876 0.0140 0.0000
15.0278 0.0094 0.0000
15.0440 0.0134 0.0000
15.0565 0.0044 0.0000
15.1233 0.0181 0.0000
15.1490 0.0033 0.0000
15.1511 0.0086 0.0000
15.1759 0.0056 0.0000
15.1841 0.0063 0.0000
15.1993 0.0105 0.0000
15.2314 0.0038 0.0000
15.2470 0.0080 0.0000
15.2739 0.0011 0.0000
15.2842 0.0087 0.0000
15.2869 0.0082 0.0000
15.2905 0.0120 0.0000
15.3120 0.0084 0.0000
15.3369 0.0021 0.0000
15.3512 0.0111 0.0000
15.3623 0.0198 0.0000
15.3807 0.0161 0.0000
15.4301 0.0088 0.0000
15.4479 0.0025 0.0000
15.4481 0.0056 0.0000
15.4745 0.0022 0.0000
15.4848 0.0069 0.0000
15.5147 0.0071 0.0000
15.5708 0.0122 0.0000
15.5934 0.0022 0.0000
15.6006 0.0099 0.0000
15.6051 0.0089 0.0000
15.6193 0.0004 0.0173
15.7093 0.0051 0.0000
15.7266 0.0107 0.0000
15.8000 0.0109 0.0000
15.8261 0.0065 0.0000
15.8349 0.0159 0.0000
15.8847 0.0089 0.0000
15.8949 0.0089 0.0000
15.9108 0.0196 0.0000
15.9373 0.0153 0.0000
15.9413 0.0107 0.0000
16.0219 0.0051 0.0000
16.0323 0.0118 0.0000
16.0358 0.0094 0.0000
16.0405 0.0053 0.0000
16.0989 0.0063 0.0000
16.1095 0.0067 0.0000
16.1142 0.0091 0.0000
16.1750 0.0141 0.0000
16.2198 0.0109 0.0000
16.2561 0.0055 0.0000
16.2735 0.0106 0.0000
16.2955 0.0057 0.0000
16.3172 0.0032 0.0000
16.3176 0.0139 0.0000
16.3587 0.0131 0.0000
16.3642 0.0012 0.0000
16.3744 0.0083 0.0000
16.4361 0.0018 0.0000
16.4800 0.0027 0.0000
